date,ticker,model_name,horizon,y_pred
2025-09-26,051600,safe_ens_median,1,49150.13447006473
2025-09-26,051900,safe_dl_lstm_v1,1,296102.53976888984
2025-09-26,051900,safe_ens_mean,1,296102.53976888984
2025-09-26,051900,safe_ens_median,1,296102.53976888984
2025-09-26,051910,safe_dl_lstm_v1,1,280812.2403209744
2025-09-26,051910,safe_ens_mean,1,280812.2403209744
2025-09-26,051910,safe_ens_median,1,280812.2403209744
2025-09-26,052690,safe_dl_lstm_v1,1,82390.74592467265
2025-09-26,052690,safe_ens_mean,1,82390.74592467265
2025-09-26,052690,safe_ens_median,1,82390.74592467265
2025-09-26,055550,safe_dl_lstm_v1,1,62932.302074654195
2025-09-26,055550,safe_ens_mean,1,62932.302074654195
2025-09-26,055550,safe_ens_median,1,62932.302074654195
2025-09-26,064350,safe_dl_lstm_v1,1,215829.2551696827
2025-09-26,064350,safe_ens_mean,1,215829.2551696827
2025-09-26,064350,safe_ens_median,1,215829.2551696827
2025-09-26,066570,safe_dl_lstm_v1,1,72513.93961158948
2025-09-26,066570,safe_ens_mean,1,72513.93961158948
2025-09-26,066570,safe_ens_median,1,72513.93961158948
2025-09-26,066970,safe_dl_lstm_v1,1,71688.13863926164
2025-09-26,066970,safe_ens_mean,1,71688.13863926164
2025-09-26,066970,safe_ens_median,1,71688.13863926164
2025-09-26,068270,safe_dl_lstm_v1,1,172612.50870132603
2025-09-26,068270,safe_ens_mean,1,172612.50870132603
2025-09-26,068270,safe_ens_median,1,172612.50870132603
2025-09-26,069260,safe_dl_lstm_v1,1,17814.736735461967
2025-09-26,069260,safe_ens_mean,1,17814.736735461967
2025-09-26,069260,safe_ens_median,1,17814.736735461967
2025-09-26,069620,safe_dl_lstm_v1,1,138056.71468862388
2025-09-26,069620,safe_ens_mean,1,138056.71468862388
2025-09-26,069620,safe_ens_median,1,138056.71468862388
2025-09-26,069960,safe_dl_lstm_v1,1,88345.83223485945
2025-09-26,069960,safe_ens_mean,1,88345.83223485945
2025-09-26,069960,safe_ens_median,1,88345.83223485945
2025-09-26,071050,safe_dl_lstm_v1,1,151499.4936328174
2025-09-26,071050,safe_ens_mean,1,151499.4936328174
2025-09-26,071050,safe_ens_median,1,151499.4936328174
2025-09-26,071320,safe_dl_lstm_v1,1,82526.93053314509
2025-09-26,071320,safe_ens_mean,1,82526.93053314509
2025-09-26,071320,safe_ens_median,1,82526.93053314509
2025-09-26,073240,safe_dl_lstm_v1,1,4835.781066307559
2025-09-26,073240,safe_ens_mean,1,4835.781066307559
2025-09-26,073240,safe_ens_median,1,4835.781066307559
2025-09-26,078930,safe_dl_lstm_v1,1,46438.24254286029
2025-09-26,078930,safe_ens_mean,1,46438.242542860295
2025-09-26,078930,safe_ens_median,1,46438.24254286029
2025-09-26,079550,safe_dl_lstm_v1,1,516707.95653785235
2025-09-26,079550,safe_ens_mean,1,516707.95653785235
2025-09-26,079550,safe_ens_median,1,516707.95653785235
2025-09-26,081660,safe_dl_lstm_v1,1,39346.17453283168
2025-09-26,081660,safe_ens_mean,1,39346.17453283168
2025-09-26,081660,safe_ens_median,1,39346.17453283168
2025-09-26,086280,safe_dl_lstm_v1,1,188394.09866611825
2025-09-26,086280,safe_ens_mean,1,188394.09866611825
2025-09-26,086280,safe_ens_median,1,188394.09866611825
2025-09-26,086790,safe_dl_lstm_v1,1,86653.27330121596
2025-09-26,086790,safe_ens_mean,1,86653.27330121596
2025-09-26,086790,safe_ens_median,1,86653.27330121596
2025-09-26,088350,safe_dl_lstm_v1,1,3195.2937726018904
2025-09-26,088350,safe_ens_mean,1,3195.2937726018904
2025-09-26,088350,safe_ens_median,1,3195.2937726018904
2025-09-26,090430,safe_dl_lstm_v1,1,123418.51571740716
2025-09-26,090430,safe_ens_mean,1,123418.51571740716
2025-09-26,090430,safe_ens_median,1,123418.51571740716
2025-09-26,093370,safe_dl_lstm_v1,1,5924.813213819697
2025-09-26,093370,safe_ens_mean,1,5924.813213819697
2025-09-26,093370,safe_ens_median,1,5924.813213819697
2025-09-26,096770,safe_dl_lstm_v1,1,105555.40111278759
2025-09-26,096770,safe_ens_mean,1,105555.40111278759
2025-09-26,096770,safe_ens_median,1,105555.40111278759
2025-09-26,097950,safe_dl_lstm_v1,1,245277.5318725431
2025-09-26,097950,safe_ens_mean,1,245277.53187254313
2025-09-26,097950,safe_ens_median,1,245277.5318725431
2025-09-26,103140,safe_dl_lstm_v1,1,125355.96522537453
2025-09-26,103140,safe_ens_mean,1,125355.96522537452
2025-09-26,103140,safe_ens_median,1,125355.96522537453
2025-09-26,105560,safe_dl_lstm_v1,1,108308.78155953376
2025-09-26,105560,safe_ens_mean,1,108308.78155953375
2025-09-26,105560,safe_ens_median,1,108308.78155953376
2025-09-26,111770,safe_dl_lstm_v1,1,62061.83010787508
2025-09-26,111770,safe_ens_mean,1,62061.83010787508
2025-09-26,111770,safe_ens_median,1,62061.83010787508
2025-09-26,112610,safe_dl_lstm_v1,1,43932.41047049635
2025-09-26,112610,safe_ens_mean,1,43932.41047049635
2025-09-26,112610,safe_ens_median,1,43932.41047049635
2025-09-26,114090,safe_dl_lstm_v1,1,16198.357673703884
2025-09-26,114090,safe_ens_mean,1,16198.357673703884
2025-09-26,114090,safe_ens_median,1,16198.357673703884
2025-09-26,120110,safe_dl_lstm_v1,1,36387.02105250851
2025-09-26,120110,safe_ens_mean,1,36387.02105250851
2025-09-26,120110,safe_ens_median,1,36387.02105250851
2025-09-26,128940,safe_dl_lstm_v1,1,351663.1625582612
2025-09-26,128940,safe_ens_mean,1,351663.16255826113
2025-09-26,128940,safe_ens_median,1,351663.1625582612
2025-09-26,137310,safe_dl_lstm_v1,1,10368.019188337697
2025-09-26,137310,safe_ens_mean,1,10368.019188337697
2025-09-26,137310,safe_ens_median,1,10368.019188337697
2025-09-26,138040,safe_dl_lstm_v1,1,119710.1846868297
2025-09-26,138040,safe_ens_mean,1,119710.1846868297
2025-09-26,138040,safe_ens_median,1,119710.1846868297
2025-09-26,138930,safe_dl_lstm_v1,1,14892.77701959664
2025-09-26,138930,safe_ens_mean,1,14892.777019596639
2025-09-26,138930,safe_ens_median,1,14892.77701959664
